"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
7968,"plants","lower dicots","Nymphaeaceae","Nymphaea elleniae",,"S.W.L.Jacobs","C",,,"U"
30918,"plants","lower dicots","Nymphaeaceae","Nymphaea georginae",,"S.W.L.Jacobs & Hellq.","C",,,"U"
29765,"plants","lower dicots","Nymphaeaceae","Nymphaea gigantea",,"Hook.","C",,,"U"
21929,"plants","lower dicots","Nymphaeaceae","Nymphaea immutabilis",,"S.W.L.Jacobs","C",,,"U"
33881,"plants","lower dicots","Nymphaeaceae","Nymphaea jacobsii subsp. jacobsii",,"Hellq.","C",,,"U"
33880,"plants","lower dicots","Nymphaeaceae","Nymphaea jacobsii subsp. toomba",,"Hellq.","C",,,"U"
13387,"plants","lower dicots","Nymphaeaceae","Nymphaea macrosperma",,"Merr. & L.M.Perry","C",,,"U"
13384,"plants","lower dicots","Nymphaeaceae","Nymphaea mexicana",,"Zucc.",,,,"IU"
33367,"plants","lower dicots","Nymphaeaceae","Nymphaea mexicana x N. unknown",,"Zucc.","C",,,"Q"
33879,"plants","lower dicots","Nymphaeaceae","Nymphaea noelae",,"S.W.L.Jacobs & Hellq.","C",,,"U"
13388,"plants","lower dicots","Nymphaeaceae","Nymphaea nouchali",,"Burm.f.","C",,,"U"
13385,"plants","lower dicots","Nymphaeaceae","Nymphaea pubescens",,"Willd.","C",,,"U"
33878,"plants","lower dicots","Nymphaeaceae","Nymphaea vaporalis",,"S.W.L.Jacobs & Hellq.","C",,,"Q"
13386,"plants","lower dicots","Nymphaeaceae","Nymphaea violacea",,"Lehm.","C",,,"U"
17806,"plants","higher dicots","Ochnaceae","Brackenridgea australiana",,"F.Muell.","C",,,"U"
13390,"plants","higher dicots","Ochnaceae","Ochna serrulata","ochna","(Hochst.) Walp.",,,,"IU"
13478,"plants","higher dicots","Olacaceae","Anacolosa papuana",,"G.Schellenb.","NT",,"Y","QI"
14330,"plants","higher dicots","Olacaceae","Olax aphylla",,"R.Br.","C",,,"U"
34020,"plants","higher dicots","Olacaceae","Olax imbricata",,"Roxb.","C",,,"QI"
16592,"plants","higher dicots","Olacaceae","Olax pendula",,"L.S.Sm.","C",,,"U"
14329,"plants","higher dicots","Olacaceae","Olax retusa",,"Benth.","C",,,"U"
16593,"plants","higher dicots","Olacaceae","Olax stricta",,"R.Br.","C",,,"U"
15830,"plants","higher dicots","Olacaceae","Ximenia americana",,"L.","C",,,"U"
17637,"plants","higher dicots","Oleaceae","Chionanthus axillaris",,"R.Br.","C",,,"U"
34773,"plants","higher dicots","Oleaceae","Chionanthus picrophloia",,"F.Muell.","C",,,"U"
17638,"plants","higher dicots","Oleaceae","Chionanthus ramiflorus","northern olive","Roxb.","C",,,"U"
6125,"plants","higher dicots","Oleaceae","Chionanthus sleumeri",,"(C.T.White) Stearn","C",,,"U"
31254,"plants","higher dicots","Oleaceae","Fraxinus griffithii",,"C.B.Clarke",,,,"IU"
13459,"plants","higher dicots","Oleaceae","Jasminum calcareum",,"F.Muell.","C",,,"U"
13456,"plants","higher dicots","Oleaceae","Jasminum dallachii","soft jasmine","F.Muell.","C",,,"U"
33129,"plants","higher dicots","Oleaceae","Jasminum dianthifolium",,"Paxton","C",,,"U"
13461,"plants","higher dicots","Oleaceae","Jasminum dianthifolium Paxton x J.simplicifolium subsp. australiense",,"P.S.Green","C",,,"U"
16836,"plants","higher dicots","Oleaceae","Jasminum didymum subsp. didymum",,"G.Forst.","C",,,"U"
14472,"plants","higher dicots","Oleaceae","Jasminum didymum subsp. didymum - J.didymum subsp. racemosum",,"G.Forst.","C",,,"U"
16837,"plants","higher dicots","Oleaceae","Jasminum didymum subsp. lineare",,"(R.Br.) P.S.Green","C",,,"U"
16838,"plants","higher dicots","Oleaceae","Jasminum didymum subsp. racemosum",,"(F.Muell.) P.S.Green","C",,,"U"
22145,"plants","higher dicots","Oleaceae","Jasminum elongatum",,"(Bergius) Willd.","C",,,"U"
21789,"plants","higher dicots","Oleaceae","Jasminum jenniae",,"W.K.Harris & G.Holmes","E",,"Y","Q"
13457,"plants","higher dicots","Oleaceae","Jasminum kajewskii",,"C.T.White","C",,,"U"
27915,"plants","higher dicots","Oleaceae","Jasminum longipetalum",,"King & Gamble","C",,,"U"
13460,"plants","higher dicots","Oleaceae","Jasminum mesnyi",,"Hance",,,,"IU"
13458,"plants","higher dicots","Oleaceae","Jasminum molle",,"R.Br.","C",,,"U"
28647,"plants","higher dicots","Oleaceae","Jasminum multiflorum",,"(Burm.f.) Andrews",,,,"IU"
28270,"plants","higher dicots","Oleaceae","Jasminum polyanthum",,"Franch.",,,,"IU"
31184,"plants","higher dicots","Oleaceae","Jasminum sambac",,"(L.) Aiton",,,,"IU"
16840,"plants","higher dicots","Oleaceae","Jasminum simplicifolium subsp. australiense",,"P.S.Green","C",,,"U"
27476,"plants","higher dicots","Oleaceae","Jasminum singuliflorum",,"F.M.Bailey & F.Muell.","C",,,"U"
16794,"plants","higher dicots","Oleaceae","Ligustrum australianum",,"F.Muell.","C",,,"U"
13417,"plants","higher dicots","Oleaceae","Ligustrum lucidum","large-leaved privet","W.T.Aiton",,,,"IU"
16795,"plants","higher dicots","Oleaceae","Ligustrum sinense","small-leaved privet","Lour.",,,,"IU"
27203,"plants","higher dicots","Oleaceae","Ligustrum vulgare",,"L.",,,,"IU"
2180,"plants","higher dicots","Oleaceae","Notelaea ipsviciensis",,"W.K.Harris","E","CE","Y","U"
16579,"plants","higher dicots","Oleaceae","Notelaea johnsonii","veinless mock-olive","P.S.Green","C",,,"U"
16580,"plants","higher dicots","Oleaceae","Notelaea linearis",,"Benth.","C",,,"U"
9680,"plants","higher dicots","Oleaceae","Notelaea lloydii","Lloyd's native olive","Guymer","V","V","Y","U"
13439,"plants","higher dicots","Oleaceae","Notelaea longifolia",,"Vent.","C",,,"U"
13835,"plants","higher dicots","Oleaceae","Notelaea microcarpa",,"R.Br.","C",,,"U"
13441,"plants","higher dicots","Oleaceae","Notelaea microcarpa x N.ovata",,"R.Br.","C",,,"U"
14378,"plants","higher dicots","Oleaceae","Notelaea ovata","forest olive","R.Br.","C",,,"U"
16583,"plants","higher dicots","Oleaceae","Notelaea punctata",,"R.Br.","C",,,"U"
9468,"plants","higher dicots","Oleaceae","Notelaea pungens",,"Guymer","C",,,"U"
6119,"plants","higher dicots","Oleaceae","Notelaea sp. (Barakula A.R.Bean 7553)",,,"C",,,"U"
6120,"plants","higher dicots","Oleaceae","Notelaea sp. (Elcho Island C.R.Dunlop 7597)",,,"C",,,"U"
16584,"plants","higher dicots","Oleaceae","Notelaea venosa","smooth mock-olive","F.Muell.","C",,,"U"
31991,"plants","higher dicots","Oleaceae","Olea europaea subsp. europaea",,"L.",,,,"IU"
16594,"plants","higher dicots","Oleaceae","Olea paniculata",,"R.Br.","C",,,"U"
34472,"plants","ferns","Oleandraceae","Oleandra musifolia",,"Blume","C",,,"U"
14586,"plants","higher dicots","Onagraceae","Epilobium billardierianum subsp. cinereum",,"(A.Rich.) P.H.Raven & Engelhorn","C",,,"U"
13370,"plants","higher dicots","Onagraceae","Epilobium billardierianum subsp. hydrophilum",,"P.H.Raven & Engelhorn","C",,,"U"
13449,"plants","higher dicots","Onagraceae","Epilobium ciliatum",,"Raf.",,,,"IU"
13450,"plants","higher dicots","Onagraceae","Epilobium hirtigerum",,"A.Cunn.","C",,,"U"
13418,"plants","higher dicots","Onagraceae","Ludwigia adscendens",,"(L.) H.Hara","C",,,"U"
13419,"plants","higher dicots","Onagraceae","Ludwigia hyssopifolia",,"(G.Don) Exell",,,,"IU"
29727,"plants","higher dicots","Onagraceae","Ludwigia longifolia",,"(DC.) H.Hara",,,,"IU"
13420,"plants","higher dicots","Onagraceae","Ludwigia octovalvis","willow primrose","(Jacq.) P.H.Raven","C",,,"U"
16731,"plants","higher dicots","Onagraceae","Ludwigia peploides subsp. montevidensis",,"(Spreng.) P.H.Raven","C",,,"U"
16732,"plants","higher dicots","Onagraceae","Ludwigia perennis",,"L.","C",,,"U"
31990,"plants","higher dicots","Onagraceae","Ludwigia repens",,"L.",,,,"IU"
14328,"plants","higher dicots","Onagraceae","Oenothera affinis","long-flowered evening primrose","Cambess.",,,,"IU"
32785,"plants","higher dicots","Onagraceae","Oenothera curtiflora",,"W.L.Wagner & P.C.Hoch",,,,"IU"
16590,"plants","higher dicots","Onagraceae","Oenothera drummondii subsp. drummondii",,"Hook.",,,,"IU"
13395,"plants","higher dicots","Onagraceae","Oenothera glazioviana",,"Micheli",,,,"IA"
9334,"plants","higher dicots","Onagraceae","Oenothera indecora subsp. bonariensis",,"W.Dietr.",,,,"II"
9220,"plants","higher dicots","Onagraceae","Oenothera indecora subsp. bonariensis x O.stricta subsp. stricta",,"W.Dietr.",,,,"II"
22323,"plants","higher dicots","Onagraceae","Oenothera laciniata",,"Hill",,,,"IU"
32786,"plants","higher dicots","Onagraceae","Oenothera lindheimeri",,"(Engelm. & A.Gray) W.L.Wagner & P.C.Hoch",,,,"IU"
13396,"plants","higher dicots","Onagraceae","Oenothera mollissima",,"L.",,,,"IU"
13391,"plants","higher dicots","Onagraceae","Oenothera rosea","rose evening primrose","L'Her. ex Aiton",,,,"IU"
13392,"plants","higher dicots","Onagraceae","Oenothera speciosa",,"Nutt.",,,,"IU"
9456,"plants","higher dicots","Onagraceae","Oenothera stricta subsp. stricta",,"Ledeb. ex Link",,,,"IU"
13394,"plants","higher dicots","Onagraceae","Oenothera tetraptera","four-winged evening primrose","Cav.",,,,"IU"
11746,"plants","ferns","Ophioglossaceae","Botrychium australe","parsley fern","R.Br.","C",,,"U"
16986,"plants","ferns","Ophioglossaceae","Helminthostachys zeylanica","flowering fern","(L.) Kaulf.","C",,,"U"
11799,"plants","ferns","Ophioglossaceae","Ophioglossum costatum","large adder's tongue","R.Br.","C",,,"U"
13839,"plants","ferns","Ophioglossaceae","Ophioglossum gramineum",,"Willd.","C",,,"U"
11800,"plants","ferns","Ophioglossaceae","Ophioglossum lusitanicum","adder's tongue","L.","C",,,"U"
16545,"plants","ferns","Ophioglossaceae","Ophioglossum pendulum","ribbon fern","L.","C",,,"U"
16546,"plants","ferns","Ophioglossaceae","Ophioglossum polyphyllum",,"A.Braun","C",,,"U"
11001,"plants","ferns","Ophioglossaceae","Ophioglossum reticulatum",,"L.","C",,,"U"
17717,"plants","higher dicots","Opiliaceae","Cansjera leptostachya",,"Benth.","C",,,"U"
16547,"plants","higher dicots","Opiliaceae","Opilia amentacea",,"Roxb.","C",,,"U"
13476,"plants","monocots","Orchidaceae","Acianthus amplexicaulis",,"(F.M.Bailey) Rolfe","C",,,"U"
7974,"plants","monocots","Orchidaceae","Acianthus borealis",,"D.L.Jones","C",,,"U"
13477,"plants","monocots","Orchidaceae","Acianthus caudatus","mayfly orchid","R.Br.","C",,,"U"
14086,"plants","monocots","Orchidaceae","Acianthus exsertus",,"R.Br.","C",,,"U"
14087,"plants","monocots","Orchidaceae","Acianthus fornicatus","pixie caps","R.Br.","C",,,"U"
8545,"plants","monocots","Orchidaceae","Acianthus ledwardii",,"Rupp","C","EX","Y","U"
7931,"plants","monocots","Orchidaceae","Acianthus pusillus",,"D.L.Jones","C",,,"U"
35341,"plants","monocots","Orchidaceae","Acianthus saxatilis",,"D.L.Jones & M.A.Clem.","E",,"Y","Q"
8546,"plants","monocots","Orchidaceae","Acianthus sublestus",,"Dockrill","NT",,"Y","Q"
31909,"plants","monocots","Orchidaceae","Acriopsis emarginata","pale chandelier orchid","D.L.Jones & M.A.Clem.","V","V","Y","U"
12862,"plants","monocots","Orchidaceae","Anoectochilus yatesiae","jewel orchid","F.M.Bailey","NT",,"Y","Q"
9881,"plants","monocots","Orchidaceae","Aphyllorchis anomala",,"Dockrill","NT",,"Y","Q"
12863,"plants","monocots","Orchidaceae","Aphyllorchis queenslandica",,"Dockrill","NT",,"Y","Q"
15686,"plants","monocots","Orchidaceae","Apostasia wallichii",,"R.Br.","C",,,"U"
7919,"plants","monocots","Orchidaceae","Appendicula australiensis",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","C",,,"U"
12631,"plants","monocots","Orchidaceae","Appendicula reflexa",,"Blume","C",,,"U"
30805,"plants","monocots","Orchidaceae","Arthrochilus apectus",,"D.L.Jones","C",,,"U"
30806,"plants","monocots","Orchidaceae","Arthrochilus aquilus",,"D.L.Jones","C",,,"U"
30807,"plants","monocots","Orchidaceae","Arthrochilus corinnae",,"D.L.Jones","C",,,"U"
13369,"plants","monocots","Orchidaceae","Arthrochilus dockrillii",,"Lavarack","C",,,"U"
15816,"plants","monocots","Orchidaceae","Arthrochilus irritabilis","leafy elbow orchid","F.Muell.","C",,,"U"
31121,"plants","monocots","Orchidaceae","Arthrochilus lavarackianus",,"(D.L.Jones) Lavarack","C",,,"U"
7932,"plants","monocots","Orchidaceae","Arthrochilus oreophilus",,"D.L.Jones","C",,,"U"
8527,"plants","monocots","Orchidaceae","Arthrochilus prolixus",,"D.L.Jones","C",,,"U"
7933,"plants","monocots","Orchidaceae","Arthrochilus rosulatus",,"D.L.Jones","C",,,"U"
7934,"plants","monocots","Orchidaceae","Arthrochilus sabulosus",,"D.L.Jones","C",,,"U"
7935,"plants","monocots","Orchidaceae","Arthrochilus stenophyllus",,"D.L.Jones","C",,,"U"
27257,"plants","monocots","Orchidaceae","Arundina graminifolia",,"(D.Don) Hochr.",,,,"IU"
5601,"plants","monocots","Orchidaceae","Bromheadia pulchra",,"Schltr.","C",,,"U"
9493,"plants","monocots","Orchidaceae","Bulbophyllum argyropus",,"(Endl.) Rchb.f.","V",,"Y","QA"
14016,"plants","monocots","Orchidaceae","Bulbophyllum baileyi",,"F.Muell.","C",,,"U"
9437,"plants","monocots","Orchidaceae","Bulbophyllum boonjee",,"B.Gray & D.L.Jones","V",,"Y","Q"
9887,"plants","monocots","Orchidaceae","Bulbophyllum bowkettiae",,"F.M.Bailey","C",,,"U"
13480,"plants","monocots","Orchidaceae","Bulbophyllum bracteatum",,"F.M.Bailey","C",,,"U"
13483,"plants","monocots","Orchidaceae","Bulbophyllum elisae","pineapple orchid","(F.Muell.) Benth.","C",,,"U"
13484,"plants","monocots","Orchidaceae","Bulbophyllum evasum",,"T.E.Hunt & Rupp","C",,,"U"
14017,"plants","monocots","Orchidaceae","Bulbophyllum exiguum",,"F.Muell.","C",,,"U"
13485,"plants","monocots","Orchidaceae","Bulbophyllum gadgarrense",,"Rupp","C",,,"U"
14018,"plants","monocots","Orchidaceae","Bulbophyllum globuliforme",,"Nicholls","NT","V","Y","U"
12448,"plants","monocots","Orchidaceae","Bulbophyllum gracillimum","graceful orchid","(Rolfe) Rolfe","V","V","Y","U"
9006,"plants","monocots","Orchidaceae","Bulbophyllum grandimesense",,"B.Gray & D.L.Jones","V",,"Y","Q"
13481,"plants","monocots","Orchidaceae","Bulbophyllum johnsonii",,"T.E.Hunt","C",,,"U"
13486,"plants","monocots","Orchidaceae","Bulbophyllum lageniforme",,"F.M.Bailey","C",,,"U"
7844,"plants","monocots","Orchidaceae","Bulbophyllum lamingtonense",,"D.L.Jones","C",,,"U"
9005,"plants","monocots","Orchidaceae","Bulbophyllum lewisense",,"B.Gray & D.L.Jones","C",,,"U"
13487,"plants","monocots","Orchidaceae","Bulbophyllum lilianae",,"Rendle","C",,,"U"
12872,"plants","monocots","Orchidaceae","Bulbophyllum longiflorum",,"Thouars","V","V","Y","U"
13488,"plants","monocots","Orchidaceae","Bulbophyllum macphersonii",,"Rupp","C",,,"U"
34663,"plants","monocots","Orchidaceae","Bulbophyllum maxillare",,"(Lindl.) Rchb.","E",,"Y","QI"
17779,"plants","monocots","Orchidaceae","Bulbophyllum minutissimum","grain-of-wheat orchid","F.Muell.","C",,,"U"
13489,"plants","monocots","Orchidaceae","Bulbophyllum nematopodum",,"F.Muell.","C",,,"U"
13490,"plants","monocots","Orchidaceae","Bulbophyllum newportii",,"(F.M.Bailey) Rolfe","C",,,"U"
13482,"plants","monocots","Orchidaceae","Bulbophyllum radicans",,"F.M.Bailey","C",,,"U"
10323,"plants","monocots","Orchidaceae","Bulbophyllum schillerianum","red rope orchid","Rchb.f.","C",,,"U"
8228,"plants","monocots","Orchidaceae","Bulbophyllum shepherdii","wheat-leaved orchid","(F.Muell.) F.Muell.","C",,,"U"
8196,"plants","monocots","Orchidaceae","Bulbophyllum sladeanum",,"A.D.Hawkes","C",,,"U"
13258,"plants","monocots","Orchidaceae","Bulbophyllum wadsworthii",,"Dockrill","C",,,"U"
26723,"plants","monocots","Orchidaceae","Bulbophyllum weinthalii subsp. striatum",,"D.L.Jones","V",,"Y","Q"
26724,"plants","monocots","Orchidaceae","Bulbophyllum weinthalii subsp. weinthalii",,"R.S.Rogers","V",,"Y","U"
34198,"plants","monocots","Orchidaceae","Bulbophyllum whitei",,"T.E.Hunt & Rupp","C",,,"U"
8205,"plants","monocots","Orchidaceae","Bulbophyllum wilkianum",,"T.E.Hunt","C",,,"U"
9004,"plants","monocots","Orchidaceae","Bulbophyllum windsorense",,"B.Gray & D.L.Jones","V",,"Y","Q"
7975,"plants","monocots","Orchidaceae","Bulbophyllum wolfei",,"B.Gray & D.L.Jones","V",,"Y","Q"
32313,"plants","monocots","Orchidaceae","Cadetia clausa",,"D.L.Jones & M.A.Clem.","C",,,"U"
9697,"plants","monocots","Orchidaceae","Cadetia collinsii",,"Lavarack","V",,"Y","Q"
13492,"plants","monocots","Orchidaceae","Cadetia maideniana",,"(Schltr.) Schltr.","C",,,"U"
17788,"plants","monocots","Orchidaceae","Cadetia taylorii",,"(F.Muell.) Schltr.","C",,,"U"
33783,"plants","monocots","Orchidaceae","Cadetia uniflos",,"(F.M.Bailey) M.T.Mathieson","C",,,"U"
13493,"plants","monocots","Orchidaceae","Cadetia wariana",,"Schltr.","V",,"Y","Q"
13494,"plants","monocots","Orchidaceae","Caladenia alata","fairy orchid","R.Br.","C",,,"U"
32546,"plants","monocots","Orchidaceae","Caladenia amnicola",,"D.L.Jones","C",,,"U"
9298,"plants","monocots","Orchidaceae","Caladenia atroclavia",,"D.L.Jones & M.A.Clem.","E","E","Y","U"
14757,"plants","monocots","Orchidaceae","Caladenia carnea var. carnea",,"R.Br.","C",,,"U"
17790,"plants","monocots","Orchidaceae","Caladenia catenata",,"(Sm.) Druce","C",,,"U"
2326,"plants","monocots","Orchidaceae","Caladenia chamaephylla",,"D.L.Jones","C",,,"U"
13445,"plants","monocots","Orchidaceae","Caladenia filamentosa var. filamentosa","daddy long legs","R.Br.","C",,,"U"
7977,"plants","monocots","Orchidaceae","Caladenia flaccida",,"D.L.Jones","C",,,"U"
8247,"plants","monocots","Orchidaceae","Caladenia fuscata",,"(Rchb.f.) M.A.Clem. & D.L.Jones","C",,,"U"
26363,"plants","monocots","Orchidaceae","Caladenia gracillima",,"(Rupp) D.L.Jones","C",,,"U"
9297,"plants","monocots","Orchidaceae","Caladenia picta",,"(Nicholls) M.A.Clem. & D.L.Jones","C",,,"U"
6216,"plants","monocots","Orchidaceae","Caladenia sp. (Kilcoy Creek R.Crane 1286)",,,"C",,,"U"
29611,"plants","monocots","Orchidaceae","Caladenia sp. (Stanthorpe R.Crane 1448)",,,"C",,,"U"
14760,"plants","monocots","Orchidaceae","Calanthe triplicata","christmas orchid","(Willemet) Ames","C",,,"U"
14023,"plants","monocots","Orchidaceae","Caleana major","flying duck orchid","R.Br.","C",,,"U"
27933,"plants","monocots","Orchidaceae","Calochilus ammobius",,"D.L.Jones & B.Gray","C",,,"U"
8204,"plants","monocots","Orchidaceae","Calochilus caeruleus","blue beards","L.O.Williams","C",,,"U"
14140,"plants","monocots","Orchidaceae","Calochilus campestris","copper beard orchid","R.Br.","C",,,"U"
30808,"plants","monocots","Orchidaceae","Calochilus cleistanthus",,"D.L.Jones","C",,,"U"
8547,"plants","monocots","Orchidaceae","Calochilus gracillimus","slender beard orchid","Rupp","C",,,"U"
14139,"plants","monocots","Orchidaceae","Calochilus grandiflorus","giant beard orchid","(Benth.) Domin","C",,,"U"
30809,"plants","monocots","Orchidaceae","Calochilus imperiosus",,"D.L.Jones","C",,,"U"
30803,"plants","monocots","Orchidaceae","Calochilus metallicus",,"D.L.Jones","C",,,"U"
13288,"plants","monocots","Orchidaceae","Calochilus paludosus","red beard orchid","R.Br.","C",,,"U"
8548,"plants","monocots","Orchidaceae","Calochilus psednus",,"D.L.Jones & Lavarack","E","E","Y","U"
15832,"plants","monocots","Orchidaceae","Calochilus robertsonii","purplish beard orchid","Benth.","C",,,"U"
36010,"plants","monocots","Orchidaceae","Calochilus therophilus",,"D.L.Jones","C",,,"U"
18373,"plants","monocots","Orchidaceae","Cheirostylis notialis",,"D.L.Jones","C",,,"U"
13323,"plants","monocots","Orchidaceae","Cheirostylis ovata","caterpillar orchid","(F.M.Bailey) Schltr.","C",,,"U"
2163,"plants","monocots","Orchidaceae","Chiloglottis diphylla",,"R.Br.","C",,,"U"
13324,"plants","monocots","Orchidaceae","Chiloglottis formicifera","ant orchid","Fitzg.","C",,,"QA"
7978,"plants","monocots","Orchidaceae","Chiloglottis longiclavata",,"D.L.Jones","NT",,"Y","Q"
17636,"plants","monocots","Orchidaceae","Chiloglottis reflexa","autumn bird orchid","(Labill.) Druce","C",,,"U"
6156,"plants","monocots","Orchidaceae","Chiloglottis sp. (Mango Flat D.L.Jones 2547)",,,"C",,,"U"
7979,"plants","monocots","Orchidaceae","Chiloglottis sphyrnoides",,"D.L.Jones","V",,"Y","QA"
9260,"plants","monocots","Orchidaceae","Chiloglottis sylvestris",,"D.L.Jones & M.A.Clem.","C",,,"U"
8200,"plants","monocots","Orchidaceae","Chiloglottis trullata",,"D.L.Jones","C",,,"U"
9261,"plants","monocots","Orchidaceae","Chiloglottis truncata",,"D.L.Jones & M.A.Clem.","C",,,"U"
13325,"plants","monocots","Orchidaceae","Chiloschista phyllorhiza",,"(F.Muell.) Schltr.","C",,,"U"
18783,"plants","monocots","Orchidaceae","Cooktownia robertsii",,"D.L.Jones","E",,"Y","Q"
13328,"plants","monocots","Orchidaceae","Corybas abellianus","nodding helmet orchid","Dockrill","NT",,"Y","Q"
14727,"plants","monocots","Orchidaceae","Corybas aconitiflorus",,"Salisb.","C",,,"U"
9265,"plants","monocots","Orchidaceae","Corybas barbarae","helmet orchid","D.L.Jones","C",,,"U"
26539,"plants","monocots","Orchidaceae","Corybas cerasinus",,"D.L.Jones & B.Gray","NT",,"Y","Q"
13326,"plants","monocots","Orchidaceae","Corybas fimbriatus","fringed helmet orchid","(R.Br.) Rchb.f.","C",,,"U"
13275,"plants","monocots","Orchidaceae","Corybas fordhamii","banded helmet orchid","(Rupp) Rupp","C",,,"U"
14005,"plants","monocots","Orchidaceae","Corybas hispidus","bristly helmet orchid","D.L.Jones","C",,,"U"
9264,"plants","monocots","Orchidaceae","Corybas montanus","small helmet orchid","D.L.Jones","V","V","Y","U"
13327,"plants","monocots","Orchidaceae","Corybas undulatus","tailed helmet orchid","(R.Cunn.) Rupp","C",,,"U"
13276,"plants","monocots","Orchidaceae","Corybas unguiculatus",,"(R.Br.) Rchb.f.","C",,,"QA"
17607,"plants","monocots","Orchidaceae","Corymborkis veratrifolia","cinnamon orchid","Thouars ex Blume","C",,,"U"
5793,"plants","monocots","Orchidaceae","Crepidium fimbriatum",,"(Lavarack) Szlach.","V",,"Y","Q"
18489,"plants","monocots","Orchidaceae","Crepidium flavovirens",,"D.L.Jones & M.A.Clem.","V",,"Y","Q"
5794,"plants","monocots","Orchidaceae","Crepidium lawleri",,"(Lavarack & B.Gray) Szlach.","E","E","Y","U"
5795,"plants","monocots","Orchidaceae","Crepidium marsupichilum",,"(Upton) Szlach.","C",,,"U"
13277,"plants","monocots","Orchidaceae","Cryptostylis erecta","bonnet orchid","R.Br.","C",,,"U"
22074,"plants","monocots","Orchidaceae","Cryptostylis hunteriana",,"Nicholls","C","V","Y","U"
9617,"plants","monocots","Orchidaceae","Cryptostylis leptochila","small tongue orchid","F.Muell. ex Benth.","C",,,"U"
13278,"plants","monocots","Orchidaceae","Cryptostylis subulata","large tounge orchid","(Labill.) Rchb.f.","C",,,"U"
31824,"plants","monocots","Orchidaceae","Cyanicula caerulea",,"(R.Br.) Hopper & A.P.Br.","C",,,"U"
17505,"plants","monocots","Orchidaceae","Cymbidium canaliculatum",,"R.Br.","C",,,"U"
13963,"plants","monocots","Orchidaceae","Cymbidium madidum",,"Lindl.","C",,,"U"
17506,"plants","monocots","Orchidaceae","Cymbidium suave",,"R.Br.","C",,,"U"
8227,"plants","monocots","Orchidaceae","Cyrtostylis reniformis",,"R.Br.","C",,,"U"
30797,"plants","monocots","Orchidaceae","Demorchis queenslandica",,"(Dockrill) D.L.Jones & M.A.Clem.","NT",,"Y","Q"
17448,"plants","monocots","Orchidaceae","Dendrobium adae",,"F.M.Bailey","C",,,"U"
13280,"plants","monocots","Orchidaceae","Dendrobium aemulum","ironbark orchid","R.Br.","C",,,"U"
13282,"plants","monocots","Orchidaceae","Dendrobium agrostophyllum","buttercup orchid","F.Muell.","C",,,"U"
13283,"plants","monocots","Orchidaceae","Dendrobium antennatum","antelope orchid","Lindl.","E","E","Y","U"
30798,"plants","monocots","Orchidaceae","Dendrobium aphyllum",,"(Roxb.) C.E.C.Fisch.","C",,,"U"
13284,"plants","monocots","Orchidaceae","Dendrobium bifalce",,"Lindl.","C",,,"U"
13977,"plants","monocots","Orchidaceae","Dendrobium bigibbum",,"Lindl.","V","V","Y","U"
8944,"plants","monocots","Orchidaceae","Dendrobium callitrophilum","cypress orchid","B.Gray & D.L.Jones","V","V","Y","U"
17449,"plants","monocots","Orchidaceae","Dendrobium canaliculatum",,"R.Br.","C",,,"U"
7936,"plants","monocots","Orchidaceae","Dendrobium carrii",,"Rupp & C.T.White","C",,,"U"
9755,"plants","monocots","Orchidaceae","Dendrobium carronii",,"Lavarack & P.J.Cribb","V","V","Y","U"
12828,"plants","monocots","Orchidaceae","Dendrobium discolor",,"Lindl.","C",,,"U"
35005,"plants","monocots","Orchidaceae","Dendrobium discolor x D.nindii",,"Lindl.","C",,,"U"
13285,"plants","monocots","Orchidaceae","Dendrobium falcorostrum","beech orchid","Fitzg.","C",,,"U"
10523,"plants","monocots","Orchidaceae","Dendrobium fellowsii",,"F.Muell.","V",,"Y","Q"
7938,"plants","monocots","Orchidaceae","Dendrobium finniganense",,"D.L.Jones","C",,,"U"
12830,"plants","monocots","Orchidaceae","Dendrobium fleckeri","apricot orchid","Rupp & C.T.White","C",,,"U"
12834,"plants","monocots","Orchidaceae","Dendrobium gracilicaule","slender orchid","F.Muell.","C",,,"U"
17451,"plants","monocots","Orchidaceae","Dendrobium johannis","brown antelope orchid","Rchb.f.","V","V","Y","U"
6405,"plants","monocots","Orchidaceae","Dendrobium jonesii",,"Rendle","C",,,"U"
6226,"plants","monocots","Orchidaceae","Dendrobium kingianum subsp. carnarvonense",,"Peter B.Adams","C",,,"U"
14633,"plants","monocots","Orchidaceae","Dendrobium kingianum subsp. kingianum",,"Bidwill ex Lindl.","C",,,"U"
9305,"plants","monocots","Orchidaceae","Dendrobium kingianum x D.speciosum",,"Bidwill ex Lindl.","C",,,"U"
9367,"plants","monocots","Orchidaceae","Dendrobium lichenastrum",,"(F.Muell.) Kraenzl.","C",,,"U"
7941,"plants","monocots","Orchidaceae","Dendrobium litorale",,"Schltr.","C",,,"U"
12833,"plants","monocots","Orchidaceae","Dendrobium lobbii",,"Teijsm. & Binn.","C",,,"U"
11457,"plants","monocots","Orchidaceae","Dendrobium malbrownii",,"Dockrill","V",,"Y","Q"
12836,"plants","monocots","Orchidaceae","Dendrobium mirbelianum","mangrove orchid","Gaudich.","E","E","Y","U"
